8		0
9		0
10		0
11		0
12		0
13		0
14		0.00000014
15		0.00090457
16		0.0545018337
17		1.5747901548
18		23.7586050761
19		243.1032920515
20		1766.482309285
21		5999.5517023167
22		17980.573429877
23		48237.015893108
24		114399.513778626
25		247306.324553472
26		486629.187415063
27		895617.741192807
28		1535310.79229002
29		2501295.95303675
30		3814873.68737441
31		4922679.78308955
32		6200711.21405857
33		7697462.96359878
34		9313706.6000523
35		11099094.979953
36		13010072.8398683
37		15067057.7485627
38		17247663.2585619
39		19563084.3908452
40		21844848.570507
41		23314178.4495469
42		24759579.8473991
43		26222155.6906644
44		27529577.4215329
45		28745334.4140798
46		30152140.038047
47		31526523.4147087
48		32440658.2534835
49		33261005.8110282
50		34185561.0594414
51		34521728.0034274
52		34813894.8665634
53		35032536.5557931
54		35473684.0047464
55		35866201.6772255
56		49306689.734906
57		63517741.7442352
58		76358260.0694597
59		89747224.7909009
60		65978777.2279009
61		40345978.5551503
62		37102413.0819999
63		33700413.5296382
64		33213727.5606059
65		32588093.2111032
66		42609022.6612017
67		52920576.9407228
68		43909499.848634
69		34353836.836338
70		29691887.9056759
71		24891382.3933192
72		24029159.095075
73		23038993.7269203
74		22883453.2074742
75		22782719.5855659
76		22319187.4863803
77		21729641.758047
78		21417982.0072018
79		20772858.364474
80		20393658.2558826
81		19539732.8243684
82		19508858.0025025
83		18952890.1481386
84		18286596.7908315
85		17602722.811399
86		17283288.1912719
87		16968984.6973121
88		16300067.3665535
89		15613898.3089719
90		15066710.8808393
91		14493895.6791228
92		13875885.2305664
93		13196334.5169816
94		12673308.3128873
95		12146113.405765
96		11739085.6992714
97		11330706.466726
98		10769875.2752664
99		10201615.1836272
100		9771159.52786803
101		9296570.79534419
102		8670609.34778117
103		7990866.32929277
104		7477700.69392584
105		6968124.60032338
106		6357370.06739527
107		5757403.48011302
108		5223357.93545377
109		4652029.05294579
110		4096408.51561585
111		3567611.81648076
112		3044507.88166607
113		2591570.74925699
114		2029446.89142401
115		1457865.15941948
116		1035225.37252726
117		656732.984172588
118		359650.046118186
119		113564.498254418
120		22025.2825497337
121		0

